lsoa_code,lsoa_name,la_name,wimd_2025_rank,income_rank,employment_rank,health_rank,education_rank,access_rank,housing_rank,community_safety_rank,physical_env_rank,wimd_2025_score,income_score,employment_score,health_score,education_score,access_score,housing_score,community_safety_score,physical_env_score,drd_category,wimd_2019_rank,wimd_2014_rank,wimd_2011_rank,wimd_2008_rank,wimd_2005_rank,ruc_code,ruc_name,rural_urban,access_rank_gap,housing_rank_gap
W01000656,Garnant,Carmarthenshire,610,489,379,700,727,1155,608,819,1620,25.052507008537,30.613553388310095,36.1628747637026,22.6912784128934,21.8492887875923,11.4772617563852,25.816464241705,19.1917835895332,3.8312196260537505,LSOAs never ranked in top 50 most deprived,636,666,573,621,527,RSF1,Smaller rural: Further from a major town or city,Rural,545,-2
W01000657,Glanamman 1,Carmarthenshire,496,560,424,693,377,345,976,576,1221,28.3955355327141,27.632835409167,33.7288656324468,22.9146985373268,36.2772683869671,38.1894560124386,15.2641710664011,27.0113031486456,10.2246021356279,LSOAs never ranked in top 50 most deprived,557,478,556,530,395,RSF1,Smaller rural: Further from a major town or city,Rural,-151,480
W01000658,Glanamman 2,Carmarthenshire,662,748,428,686,738,984,926,1026,304,23.5953586938654,21.2150750361765,33.524474867068,23.1403102529704,21.5149015478539,15.0809252756635,16.4437702057272,14.1421299579841,40.8975222773377,LSOAs never ranked in top 50 most deprived,525,539,676,675,409,RLF1,Larger rural: Further from a major town or city,Rural,322,264
W01000659,Glanymor 1,Carmarthenshire,345,294,314,546,355,751,984,291,317,34.2459726999647,41.6093864293328,40.2070309127906,28.1908045538328,37.5746452807467,21.125883980749695,15.0809252756635,41.8273141236828,40.0038620301026,LSOAs never ranked in top 50 most deprived,196,194,156,132,108,UN1,Urban: Nearer to a major town or city,Urban,406,639
W01000660,Glanymor 2,Carmarthenshire,232,246,148,202,349,1127,855,203,1326,39.5897586055299,45.3713061162476,55.7367617071121,49.460698013698,37.941556123801,12.0300205825679,18.2301063273758,49.3592068784843,8.36248775002633,LSOAs never ranked in top 50 most deprived,236,349,192,213,260,UN1,Urban: Nearer to a major town or city,Urban,895,623
W01000662,Glyn (Carmarthenshire),Carmarthenshire,1095,1110,908,887,1081,312,1128,1251,1687,16.2700421456459,12.3722225576746,16.8836844750737,17.4077836689115,12.9679930975123,40.3434807781602,12.0100487354592,9.6770098701235,2.91253492881509,LSOAs never ranked in top 50 most deprived,1066,904,815,777,607,RSF1,Smaller rural: Further from a major town or city,Rural,-783,33
W01000663,Gorslas 1,Carmarthenshire,1272,1191,1203,1183,1351,379,694,1382,1769,13.3759270659701,10.7855503029422,10.5595266834407,10.9374762021069,7.940495083874139,36.1628747637026,22.8826481945157,7.427753327324431,1.83592880666676,LSOAs never ranked in top 50 most deprived,1157,1352,1091,1093,1083,UN1,Urban: Nearer to a major town or city,Urban,-893,-578
W01000664,Gorslas 2,Carmarthenshire,1430,1416,1307,1281,1159,501,1221,1518,1220,10.9239073168114,6.87823075017479,8.68846150955214,9.14215227401453,11.3993695873384,30.0818619066493,10.2246021356279,5.30430401769355,10.2430816555367,LSOAs never ranked in top 50 most deprived,1077,1277,927,1030,951,UN1,Urban: Nearer to a major town or city,Urban,-929,-209
W01000665,Hendy 1,Carmarthenshire,1648,1572,1499,1519,1382,536,1745,1627,1693,7.32516044861675,4.51270000163965,5.5894401050987,5.28939432915953,7.427753327324431,28.5978075542744,2.14585065206022,3.73350284048487,2.83202711799647,LSOAs never ranked in top 50 most deprived,1680,1777,1675,1650,1448,RLN1,Larger rural: Nearer to a major town or city,Rural,-1112,97
W01000666,Hendy 2,Carmarthenshire,1332,1041,1250,1094,952,1464,1488,1036,497,12.4381221522199,13.8159207244284,9.6950544485152,12.6990135004679,15.822834487172,6.12412723823759,5.75614910780116,13.9241438787154,30.2577302481351,LSOAs never ranked in top 50 most deprived,1173,1069,1242,1159,1184,RLN1,Larger rural: Nearer to a major town or city,Rural,132,156
W01000667,Hengoed (Carmarthenshire) 1,Carmarthenshire,1355,1160,1207,1135,1145,1130,1684,834,461,12.0126661189852,11.3799376927195,10.484676387737,11.8707292942162,11.6731541404338,11.9701569931987,2.95289475817678,18.7861871116449,31.9041598421671,LSOAs never ranked in top 50 most deprived,1043,1098,1131,1101,1055,UN1,Urban: Nearer to a major town or city,Urban,-225,329
W01000670,Kidwelly 1,Carmarthenshire,403,292,223,339,521,1400,1018,1101,1680,31.3259150312602,41.7544418856589,47.4181189285683,38.5663888674288,29.2221433891795,7.13519492461482,14.3180186660081,12.5554708049479,3.0068182690504,LSOAs never ranked in top 50 most deprived,318,403,531,485,372,RLF1,Larger rural: Further from a major town or city,Rural,997,615
W01000671,Kidwelly 2,Carmarthenshire,1206,1164,927,1111,960,355,1497,1398,1720,14.5574136851264,11.3023738725825,16.4195754965838,12.3519514728459,15.6351015498729,37.5746452807467,5.61966109424539,7.16751824980493,2.4731891377088,LSOAs never ranked in top 50 most deprived,990,1089,928,895,682,RLF1,Larger rural: Further from a major town or city,Rural,-851,291
W01000672,Laugharne Township 1,Carmarthenshire,501,835,920,1235,581,21,150,1159,557,28.2978958705615,18.7593999742441,16.5894753905145,9.96743584161688,26.8204690556212,86.5302557809162,55.471048864908,11.3993695873384,27.751265975903,LSOAs never ranked in top 50 most deprived,641,729,824,920,859,RSF1,Smaller rural: Further from a major town or city,Rural,-480,-351
W01000673,Laugharne Township 2,Carmarthenshire,821,1150,1010,1260,823,232,380,1270,193,20.440098730747,11.574999395637,14.4952628261818,9.5152425735665,19.0829232536666,46.5953658460321,36.1058906041225,9.33682555344581,50.3948528055127,LSOAs never ranked in top 50 most deprived,881,1096,1175,1229,1226,RSF1,Smaller rural: Further from a major town or city,Rural,-589,-441
W01000674,Llanboidy,Carmarthenshire,876,1373,1537,1564,1275,55,37,1768,1669,19.4310761388168,7.57543996283443,5.02265958281663,4.62826933985109,9.24813338387546,73.6127848600583,79.5495972703087,1.84875918114614,3.15576312637597,LSOAs never ranked in top 50 most deprived,1112,1030,997,917,1051,RSF1,Smaller rural: Further from a major town or city,Rural,-821,-839
W01000675,Llanddarog,Carmarthenshire,1149,1489,1332,1492,1352,123,291,1500,1107,15.4782204407711,5.74094371357136,8.26050114921597,5.69538775209347,7.92377536341328,59.3464322325837,41.8273141236828,5.57434448838746,12.4331432288226,LSOAs never ranked in top 50 most deprived,1278,1280,1184,1144,1098,RSF1,Smaller rural: Further from a major town or city,Rural,-1026,-858
W01000676,Llandeilo 1,Carmarthenshire,1370,1595,1518,1661,1409,194,578,1377,1163,11.8442249928854,4.18363676121106,5.30430401769355,3.26469571800256,6.99029948801807,50.2891643604948,26.9347794016803,7.50968435406567,11.3217403190675,LSOAs never ranked in top 50 most deprived,1446,1416,1307,1429,1503,RSF1,Smaller rural: Further from a major town or city,Rural,-1176,-792
W01000677,Llandeilo 2,Carmarthenshire,950,734,798,896,702,1558,1063,803,721,18.2153971457232,21.6359351657852,19.7719101082479,17.1817058116191,22.6278406970755,4.71532903567362,13.3456970635279,19.632451700035105,22.0337518796172,LSOAs never ranked in top 50 most deprived,741,857,996,850,771,RLF1,Larger rural: Further from a major town or city,Rural,608,113
W01000678,Llandovery 1,Carmarthenshire,759,1176,1051,1068,891,79,254,1289,780,21.8039669127104,11.071239599668,13.600990223615,13.240155607887,17.307030173526,67.5195259195412,44.7000223997743,9.00159952743134,20.2810801255674,LSOAs never ranked in top 50 most deprived,763,756,849,723,831,RLF1,Larger rural: Further from a major town or city,Rural,-680,-505
W01000679,Llandovery 2,Carmarthenshire,1145,994,1149,1401,975,1466,478,1623,104,15.5200503072714,14.8539022109588,11.5945968624002,7.11905028081461,15.2871797852758,6.09323652994722,31.1119760863556,3.78929015808468,62.5268745529736,LSOAs never ranked in top 50 most deprived,1067,1243,1391,1358,1373,RLF1,Larger rural: Further from a major town or city,Rural,321,-667
W01000680,Llandybie 1,Carmarthenshire,1364,1446,1262,1390,1442,270,1604,1830,363,11.9191508450794,6.40402663026238,9.47944827553843,7.29726773457373,6.46669179736645,43.4135185948375,4.05614363843974,1.06650866519429,37.0943619858733,LSOAs never ranked in top 50 most deprived,1303,1440,1488,1468,1438,UF1,Urban: Further from a major town or city,Urban,-1094,240
W01000681,Llandybie 2,Carmarthenshire,539,576,495,643,888,195,1136,952,299,27.0704788272222,27.0113031486456,30.346171291299,24.5769805529271,17.3825538874175,50.1839593491089,11.8508952290006,15.822834487172,41.2507003840654,LSOAs never ranked in top 50 most deprived,491,646,769,753,628,UF1,Urban: Further from a major town or city,Urban,-344,597
W01000682,Llanegwad 1,Carmarthenshire,1274,1457,1507,1698,1631,117,435,1836,861,13.3637306058692,6.23257261418999,5.46895168062913,2.76515187555098,3.67785050965783,60.3040983434743,33.1711041585498,0.99220003951702,18.073664626882895,LSOAs never ranked in top 50 most deprived,1215,1394,1410,1446,1425,RSF1,Smaller rural: Further from a major town or city,Rural,-1157,-839
W01000683,Llanegwad 2,Carmarthenshire,585,1139,1209,1466,1309,1,18,1331,1207,25.6773816896574,11.7914954508383,10.4473423883424,6.09323652994722,8.65393010916411,99.9999999999999,88.1126813503824,8.27746754216379,10.484676387737,LSOAs never ranked in top 50 most deprived,648,726,879,774,760,RSF1,Smaller rural: Further from a major town or city,Rural,-584,-567
W01000684,Llanfihangel Aberbythych,Carmarthenshire,929,1259,1216,1505,1282,83,191,1606,885,18.5564407799626,9.53316063392553,10.3171485690894,5.49901466399771,9.12453613689573,66.6442395766252,50.6076979122489,4.02790755182067,17.4583264112032,LSOAs never ranked in top 50 most deprived,1146,1256,1111,1161,1150,RSF1,Smaller rural: Further from a major town or city,Rural,-846,-738
W01000685,Llanfihangel-ar-Arth 1,Carmarthenshire,564,803,822,906,1004,118,84,884,1036,26.2924999270347,19.632451700035105,19.1100900717838,16.9330873029528,14.6290981082827,60.141692542545,66.4305253908396,17.483639494038002,13.9241438787154,LSOAs never ranked in top 50 most deprived,673,766,784,725,793,RSF1,Smaller rural: Further from a major town or city,Rural,-446,-480
W01000686,Llanfihangel-ar-Arth 2,Carmarthenshire,979,1335,1251,1336,1459,110,187,1823,695,17.7798354592091,8.20967693488654,9.6770098701235,8.19276045700378,6.20153601025258,61.4742290246894,51.0393899464109,1.15350658605424,22.850642451496,LSOAs never ranked in top 50 most deprived,1108,1317,1204,1208,990,RSF1,Smaller rural: Further from a major town or city,Rural,-869,-792
W01000687,Llangadog,Carmarthenshire,752,1148,1205,1402,1291,38,95,1703,732,21.8958813767368,11.614211041696,10.5220710868698,7.10291696165361,8.96659513758763,79.1763405806634,64.2020855526035,2.69847051724183,21.6966916603332,LSOAs never ranked in top 50 most deprived,883,960,999,1022,1082,RSF1,Smaller rural: Further from a major town or city,Rural,-714,-657
W01000688,Llangeler 1,Carmarthenshire,448,584,725,860,665,119,96,1269,595,29.8502305000248,26.7067240252325,21.9106122518438,18.0996644603327,23.8307357386068,59.9804254727329,64.0098107348773,9.35460510291074,26.2944064618458,LSOAs never ranked in top 50 most deprived,546,578,656,587,641,RSF1,Smaller rural: Further from a major town or city,Rural,-329,-352
W01000689,Llangeler 2,Carmarthenshire,1081,1524,1380,1634,1140,148,165,1651,757,16.4453873308946,5.21499052029399,7.460490723607631,3.63619945440964,11.7717295661219,55.7367617071121,53.5704094628783,3.40159101249514,20.9485328258978,LSOAs never ranked in top 50 most deprived,1096,1048,1006,958,897,RSF1,Smaller rural: Further from a major town or city,Rural,-933,-916
W01000690,Llangennech 1,Carmarthenshire,1353,1137,1029,1124,1049,904,1628,1574,1085,12.0432421204637,11.8310782529684,14.0765169308124,12.0900403894636,13.643815945353,16.9825964740492,3.7195771283049,4.48389817521544,12.8848946033218,LSOAs never ranked in top 50 most deprived,1283,1325,1031,996,921,UN1,Urban: Nearer to a major town or city,Urban,-449,275
W01000691,Llangennech 2,Carmarthenshire,1182,822,813,1156,910,746,1752,1347,1881,14.885828199178,19.1100900717838,19.3560463120093,11.4577639697738,16.8343875345513,21.2747284720274,2.05502458376486,8.0074957744983,0.442408444279875,LSOAs never ranked in top 50 most deprived,1396,1012,948,924,1089,UN1,Urban: Nearer to a major town or city,Urban,-436,570
W01000692,Llangennech 3,Carmarthenshire,1295,1003,969,950,1190,1820,1400,1641,346,13.0461819718224,14.651479899389,15.4257175704195,15.8700081294809,10.8044862496646,1.19089238181222,7.13519492461482,3.53930598471235,38.1272300973115,LSOAs never ranked in top 50 most deprived,1188,1210,1236,1111,861,UN1,Urban: Nearer to a major town or city,Urban,525,105
W01000693,Llangunnor 1,Carmarthenshire,834,647,639,927,750,394,1543,1375,1809,20.164373876368,24.4394863568481,24.715301636097905,16.4195754965838,21.1555759189672,35.322590777636,4.93443101457545,7.54253865954455,1.32849590892464,LSOAs never ranked in top 50 most deprived,939,937,1087,1009,1063,UF1,Urban: Further from a major town or city,Urban,-440,709
W01000694,Llangunnor 2,Carmarthenshire,1530,1687,1752,1679,1485,227,1015,1279,1432,9.10661312958132,2.91253492881509,2.05502458376486,3.02031892365375,5.80182569778082,47.0488127565457,14.3843252638386,9.17742507759905,6.62410577943288,LSOAs never ranked in top 50 most deprived,1437,1402,1257,1463,1337,UF1,Urban: Further from a major town or city,Urban,-1303,-515
W01000695,Llangyndeyrn 1,Carmarthenshire,942,968,952,718,929,241,1359,1154,1437,18.3591222204495,15.4488885476342,15.822834487172,22.1265411904144,16.3712622991178,45.8010305504303,7.8070764088306,11.4967760858774,6.54526411930516,LSOAs never ranked in top 50 most deprived,503,560,504,573,431,RLF1,Larger rural: Further from a major town or city,Rural,-701,417
W01000696,Llangyndeyrn 2,Carmarthenshire,862,884,790,1161,1043,170,600,1129,1803,19.7946003409531,17.483639494038002,19.9968174672526,11.3605222015702,13.7727736452391,52.9702328737917,26.1094053227161,11.9900942156827,1.40390082075009,LSOAs never ranked in top 50 most deprived,906,883,813,955,716,RSF1,Smaller rural: Further from a major town or city,Rural,-692,-262
W01000697,Llannon 1,Carmarthenshire,756,701,741,835,434,1234,418,1001,1470,21.8333586527603,22.6595376835578,21.424542488058705,18.7593999742441,33.221254504512,9.98570980856246,34.0388982852619,14.696308928363,6.03157930099288,LSOAs never ranked in top 50 most deprived,890,693,554,709,673,UN1,Urban: Nearer to a major town or city,Urban,478,-338
W01000698,Llannon 2,Carmarthenshire,673,644,701,886,507,532,367,1191,1850,23.4948409892122,24.5425298701483,22.6595376835578,17.4330411565341,29.8205554137292,28.7626470242333,36.8579296788392,10.7855503029422,0.819741219997647,LSOAs never ranked in top 50 most deprived,972,788,751,671,588,UN1,Urban: Nearer to a major town or city,Urban,-141,-306
W01000699,Llannon 3,Carmarthenshire,1123,1324,1174,995,1347,211,374,1594,1648,15.9337445263771,8.39658402713063,11.1096010369892,14.8313226661017,8.0074957744983,48.5630080967241,36.4499327337625,4.19784638697523,3.44281899211342,LSOAs never ranked in top 50 most deprived,1385,1337,1228,1367,1175,RSN1,Smaller rural: Nearer to a major town or city,Rural,-912,-749
W01000700,Llansteffan,Carmarthenshire,889,1529,1270,1638,1201,17,268,1406,754,19.210698760458,5.14082662798777,9.33682555344581,3.58078178518821,10.5970433761167,88.6653116596723,43.5704509047974,7.03849661437819,21.0370374611813,LSOAs never ranked in top 50 most deprived,1237,1088,1211,1282,1330,RSF1,Smaller rural: Further from a major town or city,Rural,-872,-621
W01000701,Llanybydder 1,Carmarthenshire,883,1107,938,1332,1065,136,345,1560,937,19.2880736753264,12.4331432288226,16.155100067689,8.26050114921597,13.3034223470218,57.398922833939,38.1894560124386,4.68627250626735,16.1790180131088,LSOAs never ranked in top 50 most deprived,1024,1052,1099,1027,1072,RSF1,Smaller rural: Further from a major town or city,Rural,-747,-538
W01000702,Llanybydder 2,Carmarthenshire,613,557,887,712,834,537,100,1144,1456,25.009689655031,27.751265975903,17.4077836689115,22.3132504446043,18.7861871116449,28.5567816203031,63.2563930846068,11.6928354558815,6.24810663580258,LSOAs never ranked in top 50 most deprived,854,736,708,517,558,RSF1,Smaller rural: Further from a major town or city,Rural,-76,-513
W01000703,Lliedi 1,Carmarthenshire,541,612,504,559,660,1366,832,369,61,27.046753482589505,25.6713810731147,29.9508375693413,27.6722445460777,23.998223310090495,7.690966581395791,18.8398551620865,36.7406187399848,71.9315925517014,LSOAs never ranked in top 50 most deprived,499,609,635,601,651,UN1,Urban: Nearer to a major town or city,Urban,825,291
W01000704,Lliedi 2,Carmarthenshire,1416,1254,1112,1409,1349,939,1094,1299,639,11.1814443066412,9.62296092067892,12.3316982382375,6.99029948801807,7.97397103195276,16.1312069689596,12.6990135004679,8.82710790050632,24.715301636097905,LSOAs never ranked in top 50 most deprived,1309,1373,1277,1304,1331,UN1,Urban: Nearer to a major town or city,Urban,-477,-322
W01000705,Lliedi 3,Carmarthenshire,408,391,433,324,357,1160,975,507,517,31.1101617652106,35.4882095871764,33.2715144397848,39.5366662763192,37.4536309497537,11.3799376927195,15.2871797852758,29.8205554137292,29.391535460565,LSOAs never ranked in top 50 most deprived,395,358,273,204,224,UN1,Urban: Nearer to a major town or city,Urban,752,567
W01000706,Llwynhendy 1,Carmarthenshire,622,482,581,706,302,1309,1183,1028,917,24.6769605091646,30.9294793125097,26.8204690556212,22.501487779095,41.0381434017266,8.65393010916411,10.9374762021069,14.0983671490301,16.6626755924952,LSOAs never ranked in top 50 most deprived,693,801,686,712,591,UN1,Urban: Nearer to a major town or city,Urban,687,561
W01000707,Llwynhendy 2,Carmarthenshire,212,157,182,312,100,1697,956,529,1007,41.0956378545847,54.5645079112566,51.590654800111,40.3434807781602,63.2563930846068,2.7785113772664,15.7287764774469,28.8870565762234,14.5620831201808,LSOAs never ranked in top 50 most deprived,222,294,259,188,163,UN1,Urban: Nearer to a major town or city,Urban,1485,744
W01000708,Llwynhendy 3,Carmarthenshire,141,115,93,77,197,1567,1076,362,1598,47.149164545792,60.6323912704246,64.5915255534606,67.9699857156566,49.9749820772766,4.58486275792752,13.0722902058456,37.1538517812199,4.14106048118708,LSOAs never ranked in top 50 most deprived,172,125,171,127,184,UN1,Urban: Nearer to a major town or city,Urban,1426,935
W01000709,Manordeilo and Salem,Carmarthenshire,967,1347,1300,1571,1247,51,306,1826,712,17.8878284428315,8.0074957744983,8.8097313262712,4.52711445134636,9.74927328040944,74.8059807344962,40.7577556832299,1.11618146115725,22.3132504446043,LSOAs never ranked in top 50 most deprived,976,1090,1019,961,1071,RSF1,Smaller rural: Further from a major town or city,Rural,-916,-661
